alpha	alpha_lwr	alpha_upr	xz_a	xz_a_lwr	xz_a_upr	species	mut_type
2.53166556797777	2.09419520646656	3.08503644796675	1.14456498768038	1.1178761232409	1.17013609503244	Pterocles_burchelli	mod
2.16123023745505	1.67306731437597	2.95736678543201	1.12244497133811	1.08393195721337	1.16487114551672	Columba_livia	mod
1.82744945786565	1.40359404789947	2.53052423497157	1.09754957252655	1.05597091131815	1.14450396344458	Calidris_pugnax	mod
2.42302851681445	2.02414457910495	2.85407066725346	1.13857402490458	1.11288531928237	1.16035605184987	Pterocles_burchelli	exptotsub
2.07504932346541	1.62855846523677	2.71689242140402	1.11653464279546	1.07970889412703	1.15397203064197	Columba_livia	exptotsub
1.80047780683793	1.38341943620808	2.39899413290709	1.09527871813915	1.053623158725	1.13719687631142	Calidris_pugnax	exptotsub
11.0263627629405	5.06226589580526	352.315498600605	1.27789956006308	1.22336345109376	1.3314464456386	Pterocles_burchelli	C>A
8.0697287873789	3.78858590710931	113.792974623111	1.25982874655954	1.19411338832266	1.32752577700111	Columba_livia	C>A
8.35245532472363	3.43479096709643	Inf	1.26205080446583	1.18300681927372	1.33449958205531	Calidris_pugnax	C>A
3.16402009001423	2.54183579342689	4.11521461662794	1.1732316401966	1.14510702766894	1.20300318755616	Pterocles_burchelli	C>G
2.25776934326908	1.76662124120516	3.01531165895624	1.12869433148255	1.09236552149934	1.16730221961402	Columba_livia	C>G
1.98470178508296	1.47259417717077	2.83688764256756	1.10997210173607	1.06371097766254	1.15958139458213	Calidris_pugnax	C>G
3.62125523785323	2.77154156777239	4.81322720333099	1.18907238422887	1.15657095257017	1.21865234059927	Pterocles_burchelli	C>T
2.36329178364789	1.72527255721109	3.44085372944925	1.13511482909651	1.08870948281142	1.18321204871508	Columba_livia	C>T
2.375521684693	1.59521625893051	3.78058956281417	1.1358329974031	1.07645043797825	1.19388051942679	Calidris_pugnax	C>T
3.35467915354682	2.35733747354628	5.0268784424812	1.1802413044697	1.1347632843229	1.22271775131535	Pterocles_burchelli	T>A
2.65798178447351	1.95156586809936	3.93419655216153	1.15108347372595	1.1074645245522	1.1982218395736	Columba_livia	T>A
2.40947833814011	1.75080507920296	3.43958460669371	1.13779999933059	1.09098004130734	1.18316913426356	Calidris_pugnax	T>A
1.63313542795356	1.36051265438962	1.9655472120195	1.08014974862695	1.05090880770034	1.10852940373658	Pterocles_burchelli	T>C
1.65602706359084	1.31149567346612	2.14064133550119	1.08233187487479	1.04491978607067	1.12106246396318	Columba_livia	T>C
1.45414572666762	0.984534613287715	2.24119313893775	1.06168415642325	0.997402348707058	1.12764776074041	Calidris_pugnax	T>C
0.687615411281016	0.518602976392148	0.918621037617494	0.938298622100979	0.894333359653238	0.9858615535521	Pterocles_burchelli	T>G
0.729561679750574	0.537033652540536	0.959798616758879	0.947879218298356	0.899597438504521	0.993162327513765	Columba_livia	T>G
0.560500132814949	0.368610066870586	0.844338446955937	0.906119869747091	0.846221128911922	0.971866777253567	Calidris_pugnax	T>G
4.4266495311869	3.24152046008588	6.48030440125504	1.21048282256507	1.17615699222164	1.24421040050792	Pterocles_burchelli	S>W
2.96579229814989	2.03393978139978	4.70967853859862	1.16522905137745	1.11359704497527	1.21657252759622	Columba_livia	S>W
2.93566105414593	1.88289108831223	5.15904695475085	1.16394205255615	1.10208399152869	1.22509147845473	Calidris_pugnax	S>W
1.3175788689836	1.07350226931136	1.59164789030053	1.04567681575426	1.01181612231621	1.07609674299183	Pterocles_burchelli	W>S
1.35613509892197	1.09491309623955	1.71141148839043	1.05038408013826	1.01510215330808	1.08745893561791	Columba_livia	W>S
1.14262261283095	0.769277560788354	1.71891094623078	1.02218816820982	0.956531704554628	1.08813712063984	Calidris_pugnax	W>S
3.16402009001423	2.5120126146788	4.08298083762159	1.1732316401966	1.14350865449241	1.20217669750021	Pterocles_burchelli	S>S
2.25776934326908	1.76571804785993	3.12225976433561	1.12869433148255	1.09228682926813	1.17160973880529	Columba_livia	S>S
1.98470178508296	1.52366270739541	2.75798650224096	1.10997210173607	1.06916702271146	1.15593337027622	Calidris_pugnax	S>S
3.35467915354682	2.4190297075998	5.36552988197247	1.1802413044697	1.13834623942631	1.22860259150543	Pterocles_burchelli	W>W
2.65798178447351	1.95989737550119	3.87750365138252	1.15108347372595	1.10810029917998	1.1966513922593	Columba_livia	W>W
2.40947833814011	1.76558940950321	3.50462228605173	1.13779999933059	1.0922756172545	1.18533720306267	Calidris_pugnax	W>W
2.27470802641223	1.95202535962383	2.77397570623607	1.12975284270954	1.10749968170386	1.15668496075238	Pterocles_burchelli	gc-BGC-affected
1.99399173573579	1.60772480933856	2.60139205788531	1.11066516137099	1.07768263572933	1.14821972838522	Columba_livia	gc-BGC-affected
