alpha	alpha_lwr	alpha_upr	xz_a	xz_a_lwr	xz_a_upr	species	mut_type
2.34191861699246	2.0003254691452	2.76222462536139	1.13384712703348	1.11113521732141	1.15613321025386	Pterocles_burchelli	mod
1.83253479823367	1.51149403117935	2.32481799552323	1.09797288265771	1.06788708564561	1.13282110452432	Columba_livia	mod
1.79340694522217	1.41846680882051	2.34011184914554	1.09467613810908	1.05767659732388	1.13373921889156	Calidris_pugnax	mod
2.23426661567376	1.92606049916511	2.60003391537007	1.12720726338106	1.10549571109111	1.14814989274951	Pterocles_burchelli	exptotsub
1.76862941246947	1.47151297513484	2.17240415699916	1.09254030279479	1.06359302714283	1.12318776748674	Columba_livia	exptotsub
1.76152082915065	1.40908052012417	2.34254498936176	1.09192046415294	1.05660258021085	1.1338845095214	Calidris_pugnax	exptotsub
27.3510336934763	-19.0260594356277	7.37744491865501	1.30981861165248	1.25375457475718	1.37031682764874	Pterocles_burchelli	C>A
10.7414701326595	-48.3256592441277	4.4336544613929	1.27655452632412	1.21064119834325	1.34742012424791	Columba_livia	C>A
13.2194415280405	-41.1795524718464	4.89758748934632	1.28644916665548	1.22029276074819	1.34992552079321	Calidris_pugnax	C>A
2.86743001220688	2.29864244066688	3.59895006179054	1.16095357091683	1.13122998971301	1.18837271021078	Pterocles_burchelli	C>G
1.88961861551283	1.45517271522488	2.51923258913108	1.10262237961519	1.06179778614654	1.14389809431969	Columba_livia	C>G
1.86464628038654	1.42141101105301	2.65601560004897	1.10061117449957	1.05801176932642	1.15098546078658	Calidris_pugnax	C>G
3.72448476477114	2.72312519949312	5.68067634722875	1.19222447176227	1.15427229430155	1.23354303785775	Pterocles_burchelli	C>T
2.16874653109752	1.6035723006242	2.89737559453978	1.12294520032108	1.07727489143532	1.16227805510953	Columba_livia	C>T
2.42967740922184	1.73512440459197	3.70299381805259	1.1389515921019	1.08959061159555	1.19157965632282	Calidris_pugnax	C>T
3.64690597553217	2.58409526914635	5.90299141784748	1.18986869897728	1.14732637296996	1.23675684550184	Pterocles_burchelli	T>A
2.71024508477161	2.09395728391623	3.69556040437975	1.15365068395717	1.11785955477398	1.19135524994102	Columba_livia	T>A
2.82261227153653	2.06174254195571	4.43554918957754	1.1589325258984	1.11559240393408	1.21068396646807	Calidris_pugnax	T>A
1.33070115445472	1.09657287667773	1.63848288091362	1.04729637600294	1.01535408535075	1.08066287960811	Pterocles_burchelli	T>C
1.27971109146592	0.98921062325719	1.65427826712694	1.04089861686319	0.998192017038205	1.08216650017824	Columba_livia	T>C
1.34327860475302	0.93095535161315	1.93650112494058	1.04883166745612	0.988081090131685	1.10630577968983	Calidris_pugnax	T>C
0.560399000457508	0.391297940012721	0.802800180342125	0.906092181249026	0.854164459798905	0.963538236829543	Pterocles_burchelli	T>G
0.544109677072613	0.358328122829615	0.776413709070941	0.901585073112232	0.8425339046372	0.958045379146506	Columba_livia	T>G
0.57113001731917	0.387062807846587	0.88018329258524	0.909010292389717	0.852701408884529	0.978757973954406	Calidris_pugnax	T>G
4.78248592254542	3.15781384739939	8.3891119294351	1.2180426649951	1.17299266125547	1.26232910293571	Pterocles_burchelli	S>W
2.77988805691445	1.90729762371402	4.25007189336284	1.15696126711641	1.10402531160592	1.20635094524271	Columba_livia	S>W
3.06838445810519	2.06820458352127	5.01004301013792	1.16946812503462	1.11605099491066	1.22240789310901	Calidris_pugnax	S>W
1.08554627699593	0.861148222489697	1.38955258076663	1.01367288080818	0.975131520812	1.0543410767776	Pterocles_burchelli	W>S
1.05303834514126	0.793195789217734	1.38365783799726	1.00861135809872	0.961557607182708	1.05365113396751	Columba_livia	W>S
1.09486197514946	0.779964443653757	1.62003626747532	1.01509438748627	0.958794016526425	1.07888392935273	Calidris_pugnax	W>S
2.86743001220688	2.3574400702466	3.56325134828045	1.16095357091683	1.13476935222921	1.18723867060609	Pterocles_burchelli	S>S
1.88961861551283	1.50582114864626	2.49757896490581	1.10262237961519	1.06728614675466	1.1427252946426	Columba_livia	S>S
1.86464628038654	1.43188289090036	2.54301753078943	1.10061117449957	1.05919732573149	1.14516980863349	Calidris_pugnax	S>S
3.64690597553217	2.6261366070523	5.89461641249243	1.18986869897728	1.14948293305605	1.23663953243402	Pterocles_burchelli	W>W
2.71024508477161	2.10698572670543	3.60521723711205	1.15365068395717	1.1187630953897	1.18856998508253	Columba_livia	W>W
2.82261227153653	2.14664487193524	4.3577872219197	1.1589325258984	1.12146745910881	1.2089038554438	Calidris_pugnax	W>W
2.07849762627465	1.80740407731162	2.41831575724585	1.11677748447487	1.09586603318427	1.13830551436912	Pterocles_burchelli	gc-BGC-affected
1.67813882297695	1.41789307860567	2.09944280864381	1.08440424088038	1.05761118806332	1.11824090936363	Columba_livia	gc-BGC-affected
1.66985362150648	1.32784093109167	2.23279179554174	1.08363175370497	1.04694492175315	1.1271132273599	Calidris_pugnax	gc-BGC-affected
3.3250968893807	2.68532194007264	4.32121965814196	1.17919420449589	1.15243552372337	1.20804877274456	Pterocles_burchelli	gc-BGC-unaffected
2.31280414460773	1.84964153647113	3.01697156498859	1.13209394894298	1.0993857795325	1.16737082752989	Columba_livia	gc-BGC-unaffected
2.30958049138992	1.74945950025174	3.17715238383898	1.13189793437536	1.09086143418165	1.17373497411476	Calidris_pugnax	gc-BGC-unaffected
1.5343929344394	1.28891056067755	1.83321698516114	1.0702854619447	1.0420739551297	1.09802955315754	Lophotis_ruficrista	mod
2.12408787187838	1.65966089770892	3.00420213001657	1.11993771387343	1.08267481245161	1.16684157167396	Cuculus_canorus	mod
1.7800206322097	1.39200128362477	2.30589269058499	1.09352695961705	1.05462668245043	1.13167322846505	Egretta_garzetta	mod
1.78519126217623	1.42944031059911	2.27817026805396	1.09397215346744	1.05892170701836	1.12996785437594	Aptenodytes_forsteri	mod
1.5215651095294	1.30296004853969	1.85172222836835	1.0689472724114	1.0438508183894	1.09955647385004	Lophotis_ruficrista	exptotsub
2.00317285280013	1.55982226709942	2.57061145181013	1.11134588893929	1.07289858548575	1.14662394877437	Cuculus_canorus	exptotsub
1.75717721851424	1.43264751200854	2.29203575412321	1.09154014637747	1.05928349118574	1.13082439465256	Egretta_garzetta	exptotsub
1.77609113934941	1.45723975450675	2.19331310854036	1.09318751923629	1.06202620286552	1.12456374387977	Aptenodytes_forsteri	exptotsub
4.76122239760196	2.85500729863843	13.4847143475698	1.21761715008997	1.16039807925427	1.28730780251032	Lophotis_ruficrista	C>A
6.63882992628274	3.28536882635395	28.2583981720552	1.24605993241981	1.17776523787167	1.31054785264002	Cuculus_canorus	C>A
-97.3315368045147	-9.042920057607	7.45449086696192	1.34025387762009	1.25447977761281	1.4162219685419	Egretta_garzetta	C>A
9.85815425044149	-608.107495284044	4.57413938884298	1.27193554405072	1.21373340585376	1.33443143650591	Aptenodytes_forsteri	C>A
2.23806823416426	1.82576548466872	2.8187044819214	1.1274492634324	1.09740906067741	1.15875405655954	Lophotis_ruficrista	C>G
